순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
7844,뮤지컬 배니싱,이헌재,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV),2023-01-03,개봉영화,장편,한국,5,"17,419,500",871,뮤지컬,12세이상관람가,일반영화
7845,위대한 밀로크로제,이시바시 요시마사,,이미지팩토리,이미지팩토리,2013-01-17,개봉영화,장편,일본,11,"5,954,500",871,코미디,청소년관람불가,일반영화
7846,아망떼,니콜 가르시아,,(주)블루라벨픽쳐스,블루라벨픽쳐스,2022-03-17,개봉영화,장편,프랑스,21,"7,418,200",870,멜로/로맨스,15세이상관람가,독립/예술영화
7847,오페라-시몬 보카네그라(메트로폴리탄),지안카를로 델모나코,,(주)에이치엠엔,㈜메가박스,2010-05-09,개봉영화,장편,미국,1,"17,228,494",870,공연,전체관람가,일반영화
7848,동경 이야기,오즈 야스지로,,"(주)엣나인필름,오드","엣나인필름,오드",2014-08-16,개봉영화,장편,일본,2,"6,972,400",869,드라마,전체관람가,독립/예술영화
7849,오페라-장미의 기사,"바바라 윌리스 스위츠,나데니 엘 매릴",메트로폴리탄 오페라,(주)에이치엠엔,㈜메가박스,2010-03-06,개봉영화,장편,미국,1,"17,189,888",868,뮤지컬,전체관람가,일반영화
7850,철암 계곡의 혈투,지하진,스피나치앤빈,,㈜인디스토리,2012-07-12,개봉영화,장편,한국,10,"6,357,500",866,서부극(웨스턴),청소년관람불가,독립/예술영화
7851,키리시마가 동아리활동 그만둔대,요시다 다이하치,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2014-06-26,개봉영화,장편,일본,4,"6,532,200",865,드라마,15세이상관람가,독립/예술영화
7852,연애 징크스!!!,쿠마자와 나오토,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트",2014-02-13,개봉영화,장편,일본,6,"6,051,000",864,멜로/로맨스,전체관람가,일반영화
7853,청춘그루브,변성현,(주)다세포클럽,,"두타연,미디어데이",2012-03-15,개봉영화,장편,한국,5,"6,922,500",864,드라마,15세이상관람가,독립/예술영화
7854,여자라는 이름으로,마르코 툴리오 지오다나,,(주)티앤엘엔터테인먼트,티앤엘엔터테인먼트,2018-10-11,개봉영화,장편,프랑스,5,"3,019,600",863,드라마,15세이상관람가,독립/예술영화
7855,백년의 기억,피에르 올리비에 프랑수아,,전국예술영화관협회,"전국예술영화관협회,에무 시네마 앤 카페",2020-06-11,개봉영화,장편,프랑스,6,"5,618,500",862,다큐멘터리,전체관람가,독립/예술영화
7856,소울 오브 브레드,"고병권,임군양",,"(주)토러스엔터테인먼트,(주)트리니티네트워크",(유)영화사 화수분,2013-12-26,개봉영화,장편,대만,5,"5,909,000",862,멜로/로맨스,12세이상관람가,독립/예술영화
7857,그리다,"장호준,이인의,박재영",,,㈜인디스토리,2017-10-26,개봉영화,옴니버스,한국,15,"5,996,300",861,드라마,12세이상관람가,독립/예술영화
7858,불곰영웅 밤세: 도둑들의 도시,크리스티앙 릴테니우스,,(주)일레븐엔터테인먼트,일레븐엔터테인먼트,2017-04-06,개봉영화,장편,스웨덴,46,"6,738,000",860,애니메이션,전체관람가,독립/예술영화
7859,인 데어 스킨,제레미 파워 레김발,,씨네그루(주)다우기술,씨네그루다우기술,2014-05-29,개봉영화,장편,캐나다,5,"6,800,000",860,스릴러,청소년관람불가,일반영화
7860,카뮈 따윈 몰라,야나기마치 미츠오,,(주)이모션픽처스,이모션픽처스,2007-04-19,개봉영화,장편,일본,0,0,860,드라마,15세이상관람가,독립/예술영화
7861,카토 프로젝트,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2014-04-17,개봉영화,장편,한국,3,"2,373,000",860,다큐멘터리,전체관람가,독립/예술영화
7862,가족상속괴담,레스테 첸,,㈜스튜디오이쩜영,㈜스튜디오이쩜영,2007-07-26,개봉영화,장편,대만,0,0,859,공포(호러),15세관람가,일반영화
7863,바다,윤태식,효린필름,,주식회사 마운틴픽쳐스,2011-09-01,개봉영화,장편,한국,8,"6,226,000",858,드라마,12세이상관람가,독립/예술영화
7864,울보,이진우,영화사 소일,,오퍼스픽쳐스(유),2016-01-28,개봉영화,장편,한국,10,"6,443,400",858,드라마,청소년관람불가,독립/예술영화
7865,이도메네오,,,(주) 인스터 글로벌, 인스터 글로벌,2017-09-02,개봉영화,장편,미국,10,"18,979,000",857,공연,전체관람가,일반영화
7866,창간호,"백승환,하수민,정인희,지일주,백승환","(주)백그림,(주)실버라이닝 스튜디오",,트리플픽쳐스,2019-01-17,개봉영화,옴니버스,한국,7,"7,174,650",857,드라마,15세이상관람가,독립/예술영화
7867,마라가 큰 결정을 해야 해,로버트 루케틱,,(주)영화사오원,영화사오원,2021-01-07,개봉영화,장편,미국,79,"7,475,940",856,멜로/로맨스,15세이상관람가,일반영화
7868,연인들,도미니크 그라프,,(주)무브먼트 픽쳐스,THE 픽쳐스,2015-12-31,개봉영화,장편,독일,5,"5,016,500",854,드라마,청소년관람불가,독립/예술영화
7869,프레셔스,리 다니엘스,,씨네그루(주)다우기술,씨네그루다우기술,2013-01-10,개봉영화,장편,미국,1,"6,023,400",851,드라마,청소년관람불가,독립/예술영화
7870,플레인 하이스트,앤드류 로렌스,,씨네쿼넌 픽쳐스,씨네쿼넌 픽쳐스,2020-09-29,개봉영화,장편,미국,50,"4,211,000",851,액션,15세이상관람가,일반영화
7871,험악한 꿈,나단 몰랜도,,판씨네마(주),판씨네마,2019-02-14,개봉영화,장편,미국,41,"6,724,000",850,멜로/로맨스,15세이상관람가,독립/예술영화
7872,블라인드,에스킬 보그트,,"(주)영화공간,(주)가보차",홀리가든,2016-03-31,개봉영화,장편,노르웨이,9,"5,245,800",848,드라마,청소년관람불가,독립/예술영화
7873,축구의 신: 마라도나,에밀 쿠스트리차,에스튜디오스 피카소,(주)드림웨스트픽쳐스,드림웨스트픽쳐스,2010-06-03,개봉영화,장편,스페인,10,"6,557,963",847,다큐멘터리,15세이상관람가,독립/예술영화
7874,너의 목소리,이토 나오유키,,(주)영화사 진진,영화사 진진,2019-05-23,개봉영화,장편,일본,43,"6,613,380",846,애니메이션,전체관람가,독립/예술영화
7875,락다운 213주,아담 메이슨,,그린나래미디어(주),"그린나래미디어,인터파크",2022-08-31,개봉영화,장편,미국,61,"7,664,799",845,스릴러,15세이상관람가,일반영화
7876,완벽한 파트너-감독판,박헌수,"(주)영화사참,락시픽쳐스",,타임스토리그룹,2011-12-01,개봉영화,장편,한국,4,"6,788,000",844,코미디,청소년관람불가,일반영화
7877,달빛 속삭임,시오타 아키히코,니카추,㈜인디스토리,㈜인디스토리,2006-04-20,개봉영화,장편,일본,0,0,843,멜로/로맨스,18세관람가,일반영화
7878,접전: 갑을 전쟁,지성원,,,드림팩트엔터테인먼트,2019-11-21,개봉영화,장편,한국,7,"6,601,880",843,코미디,15세이상관람가,독립/예술영화
7879,카이지,사토 토야,"강담사(고단샤),니뽄 텔레비전 네트워크",(주)이모콘,주식회사 마운틴픽쳐스,2010-08-19,개봉영화,장편,일본,7,"6,142,439",843,드라마,15세이상관람가,독립/예술영화
7880,숙희,양지은,필름라인,,주식회사 노버스엔터테인먼트,2014-07-10,개봉영화,장편,한국,11,"5,446,000",841,드라마,청소년관람불가,독립/예술영화
7881,살결,이성강,소돔프로덕션,,㈜인디스토리,2007-05-10,개봉영화,장편,한국,0,0,840,드라마,청소년관람불가,독립/예술영화
7882,타클라마칸,고은기,(주)영화공장,,드림팩트엔터테인먼트,2018-03-22,개봉영화,장편,한국,17,"6,574,300",840,드라마,청소년관람불가,독립/예술영화
7883,파우스트,지안드레아 노세다,,(주)케빈앤컴퍼니,케빈앤컴퍼니,2016-09-03,개봉영화,장편,독일,9,"20,832,000",838,공연,15세이상관람가,일반영화
7884,벤데타: 복수의 시간,자레드 콘,,(주)퍼스트런,㈜무비다이브,2023-01-20,개봉영화,장편,캐나다,50,"7,300,000",836,액션,15세이상관람가,일반영화
7885,나의이름,허동우,(주)뉴데이픽쳐스,,시네마 뉴원,2020-10-14,개봉영화,장편,한국,38,"6,997,500",833,멜로/로맨스,12세이상관람가,독립/예술영화
7886,두더지,소노 시온,,(주)수키픽쳐스,수키픽쳐스,2013-10-31,개봉영화,장편,일본,3,"5,958,400",833,드라마,청소년관람불가,독립/예술영화
7887,용이간다,미이케 다카시,,CJ ENM,CJ ENM,2007-10-11,개봉영화,장편,일본,0,0,833,액션,15세이상관람가,일반영화
7888,이름없는 새,시라이시 카즈야,,(주)에이원엔터테인먼트,에이원엔터테인먼트,2018-06-21,개봉영화,장편,일본,16,"7,253,800",832,멜로/로맨스,청소년관람불가,독립/예술영화
7889,기화,문정윤,아방가르드 필름,,아방가르드 필름,2015-02-26,개봉영화,장편,한국,5,"5,753,500",831,드라마,청소년관람불가,독립/예술영화
7890,체르노빌: 원전 대폭발,비탈리 보로비요브,,(주)소나무픽쳐스,소나무픽쳐스,2015-12-03,개봉영화,장편,러시아,5,"4,180,000",830,어드벤처,12세이상관람가,독립/예술영화
7891,링크,우디 한,,,키노아이디엠씨,2011-07-28,개봉영화,장편,한국,4,"6,099,500",829,스릴러,청소년관람불가,독립/예술영화
7892,블러드 킬,제임스 쿨렌 브레삭,,(주)스톰픽쳐스코리아,노바엔터테인먼트,2020-09-28,개봉영화,장편,미국,50,"4,283,500",829,범죄,15세이상관람가,일반영화
7893,라이 위드 미,클레망 비고,,(주)코랄픽쳐스,코랄픽쳐스,2006-05-05,개봉영화,장편,캐나다,0,0,828,멜로/로맨스,18세관람가,독립/예술영화
7894,뷰티풀 라이즈,피에르 살바도리,,(주)싸이더스,싸이더스,2013-10-17,개봉영화,장편,프랑스,13,"5,775,500",828,멜로/로맨스,15세이상관람가,독립/예술영화
7895,콘서트를 지켜라,"이미리,설민아",(주)캐리소프트,,롯데엔터테인먼트,2022-08-18,개봉영화,장편,한국,19,"8,126,000",826,공연,전체관람가,일반영화
7896,맨 어바웃 타운,마이크 바인더,,㈜코리아스크린,실버스푼,2009-06-18,개봉영화,장편,미국,1,"5,856,500",824,멜로/로맨스,15세이상관람가,일반영화
7897,무협강호,,,(주)스톰픽쳐스코리아,원더스컴퍼니,2020-11-13,개봉영화,장편,중국,48,"4,230,000",824,액션,12세이상관람가,일반영화
7898,시스터 스마일,스틴 코닝스,"까날 플러스,티피에스 스타",우성엔터테인먼트,우성엔터테인먼트,2010-04-29,개봉영화,장편,벨기에,2,"6,486,846",824,드라마,12세이상관람가,일반영화
7899,굿 매너스,"마르코 두트라,줄리아나 로자스",,(주)영화공간,노바엔터테인먼트,2018-05-03,개봉영화,장편,브라질,9,"5,356,300",822,판타지,청소년관람불가,독립/예술영화
7900,뮤지컬 번지점프를 하다,윤영호,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV),2023-01-02,개봉영화,장편,한국,5,"16,439,500",822,뮤지컬,12세이상관람가,일반영화
7901,하쉬 타임,데이비드 에이어,,㈜코리아스크린,실버스푼,2009-09-17,개봉영화,장편,미국,1,"6,207,748",822,액션,청소년관람불가,일반영화
7902,마이 선,크리스찬 카리온,,"(주)퍼스트런,주식회사 루믹스미디어",㈜무비다이브,2022-12-08,개봉영화,장편,프랑스,28,"6,032,557",821,스릴러,15세이상관람가,일반영화
7903,할로윈: 살인마 잭,앤드류 존스,,(주)영화사 안다미로,영화사 안다미로,2020-07-21,개봉영화,장편,영국,1,"869,000",821,공포(호러),15세이상관람가,일반영화
7904,13 자메티,겔라 바블루아니,,(주)이모션픽처스,이모션픽처스,2007-06-29,개봉영화,장편,프랑스,1,0,821,스릴러,청소년관람불가,독립/예술영화
7905,고스톱 살인,김준권,영화사 연,,랠리버튼,2014-03-20,개봉영화,장편,한국,5,"5,479,500",820,판타지,15세이상관람가,독립/예술영화
7906,눈꺼풀,오멸,주식회사 자파리필름,,영화사 진진,2018-04-12,개봉영화,장편,한국,14,"5,942,200",820,드라마,15세이상관람가,독립/예술영화
7907,서울연애,이우정,서울독립영화제,,서울독립영화제,2014-10-30,개봉영화,옴니버스,한국,6,"6,158,100",820,드라마,청소년관람불가,독립/예술영화
7908,젊은 엄마 3,채길병,골든타이드픽처스(주),,골든타이드픽처스,2015-09-03,개봉영화,장편,한국,20,"4,137,000",820,멜로/로맨스,청소년관람불가,일반영화
7909,포스터,조나단 뉴먼,,(주)에이씨피컴퍼니,에이씨피컴퍼니,2013-12-19,개봉영화,장편,영국,4,"3,410,000",820,가족,전체관람가,일반영화
7910,블러드: 궁금한 이야기,,,(주)영화사 안다미로,영화사 안다미로,2020-06-15,개봉영화,장편,영국,1,"842,000",818,공포(호러),15세이상관람가,일반영화
7911,화이트 릴리,나카타 히데오,,(주)오렌지옐로우하임,"홀리가든,오렌지옐로우하임",2017-08-17,개봉영화,장편,일본,20,"4,521,000",817,드라마,청소년관람불가,일반영화
7912,돈 조반니,크리스토프 에센바흐,,(주)케빈앤컴퍼니,케빈앤컴퍼니,2015-06-06,개봉영화,장편,독일,6,"21,033,500",814,공연,12세이상관람가,일반영화
7913,반딧불이의 묘,다카하타 이사오,스튜디오 지브리,"대원씨앤에이홀딩스,에이원엔터테인먼트",에이원엔터테인먼트,2014-06-19,개봉영화,장편,일본,33,"6,008,800",814,애니메이션,"12세이상관람가,전체관람가",독립/예술영화
7914,군사통제구역 팔이공지대,구모,허니필름,,골든타이드픽처스,2013-07-25,개봉영화,장편,한국,3,"5,950,000",813,미스터리,청소년관람불가,독립/예술영화
7915,춤추는 동물원,"김효정,박성용",핸디크라프트 필름,,㈜인디스토리,2010-12-02,개봉영화,장편,한국,5,"6,013,343",813,드라마,15세이상관람가,독립/예술영화
7916,라보엠,리카르도 샤이,,(주)케빈앤컴퍼니,쓰리캣프로덕션,2014-04-19,개봉영화,장편,독일,4,"20,567,000",811,공연,전체관람가,독립/예술영화
7917,타이거마스크,염정원,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)",,"그노스,다날엔터테인먼트",2021-12-30,개봉영화,장편,한국,36,"6,192,250",811,코미디,12세이상관람가,일반영화
7918,사랑을 위한 여행,우다얀 프라샤드,,영화사 새사람,수키픽쳐스,2015-07-30,개봉영화,장편,미국,5,"4,050,000",810,멜로/로맨스,15세이상관람가,독립/예술영화
7919,써드 스타,헤이티 달튼,,영화사 새사람,수키픽쳐스,2015-08-13,개봉영화,장편,영국,5,"4,050,000",810,드라마,15세이상관람가,독립/예술영화
7920,보통의 용기,구민정,KBS,,드림팩트엔터테인먼트,2022-06-30,개봉영화,장편,한국,8,"6,552,600",809,다큐멘터리,전체관람가,일반영화
7921,악인은 너무 많다,김회근,하이엔드 픽쳐스,,어뮤즈,2011-12-15,개봉영화,장편,한국,7,"6,443,500",809,드라마,청소년관람불가,독립/예술영화
7922,카발레리아 루스티카나 & 팔리아치,필립 슈톨츨,,(주)케빈앤컴퍼니,케빈앤컴퍼니,2016-03-13,개봉영화,장편,독일,9,"20,167,500",809,공연,12세이상관람가,일반영화
7923,구독좋아요알림설정,유진 코틀리야렌코,,주식회사 왓챠,주식회사 왓챠,2021-05-19,개봉영화,장편,미국,16,"8,584,900",808,코미디,청소년관람불가,일반영화
7924,모탈: 레전드 오브 토르,안드레 외브레달,,주식회사 풍경소리,주식회사 풍경소리,2020-07-09,개봉영화,장편,기타,28,"5,742,080",808,액션,12세이상관람가,독립/예술영화
